999 999 11983
0 0  4.6445572035282403e+00
1 0  4.7958797186374502e-01
16 0 -1.1716046533532724e-01
100 0  7.2230582861066184e-01
420 0 -2.3146315405287662e-01
447 0  2.3871771086911791e+00
449 0  1.9556557007402804e+00
578 0 -1.1720176334311480e-01
639 0  1.2417421132091446e+00
661 0  3.3580710333697716e-01
701 0 -1.0798671488683329e+00
712 0  6.5305745751305289e-01
831 0  2.7440299886649799e+00
855 0  9.2798473483312716e-01
896 0  1.5169330327819532e+00
935 0 -8.4074610133285299e-01
945 0  1.1081919149332515e+00
964 0 -1.7741592073510790e+00
980 0  1.9357763699720303e+00
0 1  4.7958797186374502e-01
1 1  5.9199785471570543e+00
2 1  5.8823271445616288e-01
5 1 -6.0965420560532863e-02
94 1  2.1786780861801740e-02
211 1  5.6090346865782056e-02
293 1  1.0657408059280739e-01
539 1 -1.3641206485722990e-01
676 1 -1.8035583579423595e-01
758 1  3.1237468472252009e-02
805 1 -7.8071610691131541e-02
836 1  1.7724752579127823e-01
941 1 -9.5621003074809041e-01
950 1 -7.1707084994685610e-01
984 1 -1.7332905404502263e+00
1 2  5.8823271445616288e-01
2 2  2.4805877090616262e+00
3 2  6.6776720725505134e-01
172 2  7.1027458869785703e-02
317 2 -2.4542005791313684e+00
366 2 -1.1748107065902540e+00
386 2  1.0516750213901325e+00
473 2  6.4647127855189980e-03
498 2  5.8485925407645445e-01
550 2 -4.8297981203017054e-01
677 2  5.6174740841832005e-01
714 2 -1.3866967636038235e-01
821 2 -2.2732423917358796e-01
837 2  2.4039334747869859e-01
855 2  1.5738610234129841e-02
861 2  4.6408761867123438e-01
2 3  6.6776720725505134e-01
3 3  5.9873821978578503e+00
4 3  2.8008346605831874e-01
78 3 -2.4517329033759432e+00
591 3  4.5809700518181551e-01
3 4  2.8008346605831874e-01
4 4  3.0316339623393280e+00
5 4  9.0296281065023010e-01
101 4  6.3953732147075704e-01
151 4  9.6572003645779309e-02
180 4  2.8263260883632146e-01
367 4  2.0678184152261150e-01
588 4  2.3018261725719114e-01
699 4  1.0373804487963458e+00
720 4  9.5415219341892366e-01
794 4 -4.0608657225420103e-01
854 4  1.3924430645205137e+00
1 5 -6.0965420560532863e-02
4 5  9.0296281065023010e-01
5 5  5.3678476408845341e+00
6 5  4.3741002301813969e-01
211 5 -1.7653785153595739e-01
259 5  4.0507140097542083e-01
342 5 -8.1681810779340058e-01
539 5  4.2934112907349858e-01
559 5  7.8716644017476212e-01
641 5 -3.6113002592176613e-01
747 5  6.3488230464988260e-01
828 5  5.9730841464093742e-01
836 5 -5.5786599908415757e-01
837 5 -1.1913727201428405e-01
5 6  4.3741002301813969e-01
6 6  3.5379479658751056e+00
7 6  5.9497193113109481e-01
8 6 -9.7100912325142841e-02
79 6 -2.3840185004097764e-02
459 6 -5.7646623181756940e-01
982 6 -1.7708002342333318e-01
6 7  5.9497193113109481e-01
7 7  3.5156515624954738e+00
8 7  5.3677018351376016e-01
6 8 -9.7100912325142841e-02
7 8  5.3677018351376016e-01
8 8  4.0606256562542242e+00
