40 40 132
0 0  4.1445572035282403e+00
1 0  4.7958797186374502e-01
16 0 -1.1716046533532724e-01
0 1  4.7958797186374502e-01
1 1  5.4199785471570543e+00
2 1  5.8823271445616288e-01
5 1 -6.0965420560532863e-02
1 2  5.8823271445616288e-01
2 2  1.9805877090616262e+00
3 2  6.6776720725505134e-01
2 3  6.6776720725505134e-01
3 3  5.4873821978578503e+00
4 3  2.8008346605831874e-01
3 4  2.8008346605831874e-01
4 4  2.5316339623393280e+00
5 4  9.0296281065023010e-01
1 5 -6.0965420560532863e-02
4 5  9.0296281065023010e-01
5 5  4.8678476408845341e+00
6 5  4.3741002301813969e-01
5 6  4.3741002301813969e-01
6 6  3.0379479658751056e+00
7 6  5.9497193113109481e-01
8 6 -9.7100912325142841e-02
6 7  5.9497193113109481e-01
7 7  3.0156515624954738e+00
8 7  5.3677018351376016e-01
6 8 -9.7100912325142841e-02
7 8  5.3677018351376016e-01
8 8  3.5606256562542242e+00
9 8  5.7226126118614296e-01
8 9  5.7226126118614296e-01
9 9  4.0294765949278890e+00
10 9  6.9051473086884785e-01
15 9  2.5008839750707318e-01
9 10  6.9051473086884785e-01
10 10  3.2580243240838844e+00
11 10  3.0431106306020844e-01
10 11  3.0431106306020844e-01
11 11  6.5058231306262355e+00
12 11  4.2048480870082339e-01
11 12  4.2048480870082339e-01
12 12  5.5248091974501614e+00
13 12  2.3231707215096958e-01
32 12 -7.3686309414222062e-01
12 13  2.3231707215096958e-01
13 13  9.6339904881972629e+00
14 13  5.4284465312117647e-01
13 14  5.4284465312117647e-01
14 14  6.3398734162805903e+00
15 14  4.7871624387922607e-01
9 15  2.5008839750707318e-01
14 15  4.7871624387922607e-01
15 15  6.9623937071780286e+00
16 15  7.5137001467720355e-01
0 16 -1.1716046533532724e-01
15 16  7.5137001467720355e-01
16 16  1.5977366012608385e+01
17 16  4.2575973512041454e-01
16 17  4.2575973512041454e-01
17 17  1.5204064162771642e+00
18 17  3.4833040143210942e-01
17 18  3.4833040143210942e-01
18 18  8.9056009994782954e+00
19 18  3.9197893585651744e-01
18 19  3.9197893585651744e-01
19 19  3.0399927796873190e+00
20 19  9.9543241690347048e-02
19 20  9.9543241690347048e-02
20 20  2.9553632218407984e+00
21 20  5.4596952701118961e-01
20 21  5.4596952701118961e-01
21 21  5.8029329217994388e+00
22 21  6.4814813361144485e-01
38 21 -1.5652299090855419e+00
21 22  6.4814813361144485e-01
22 22  5.1496829284399741e+00
23 22  2.1933123235564606e-01
22 23  2.1933123235564606e-01
23 23  4.1898812551708540e+00
24 23  6.5765001311138238e-01
23 24  6.5765001311138238e-01
24 24  6.6699960065190433e+00
25 24  1.9340285308232402e-01
24 25  1.9340285308232402e-01
25 25  6.1160804419128585e+00
26 25  3.4455008945944909e-01
25 26  3.4455008945944909e-01
26 26  1.8337702265245799e+00
27 26  1.4406060353466055e-01
35 26  5.7906697752262526e-01
26 27  1.4406060353466055e-01
27 27  1.9944324260252904e+00
28 27  4.2216086825356103e-01
27 28  4.2216086825356103e-01
28 28  3.8757218252610093e+00
29 28  7.8929639334107704e-01
28 29  7.8929639334107704e-01
29 29  2.1355091375682469e+00
30 29  1.8025779600940739e-01
29 30  1.8025779600940739e-01
30 30  9.5755219549882380e+00
31 30  2.0400592414146257e-01
30 31  2.0400592414146257e-01
31 31  4.7338073543612591e+00
32 31  6.3053757960045209e-01
12 32 -7.3686309414222062e-01
31 32  6.3053757960045209e-01
32 32  4.4466728141719383e+00
33 32  6.2813012218304654e-01
32 33  6.2813012218304654e-01
33 33  9.9051603495646798e+00
34 33  3.4657785979247047e-01
33 34  3.4657785979247047e-01
34 34  4.2266919019625107e+00
35 34  4.2051805261928976e-01
26 35  5.7906697752262526e-01
34 35  4.2051805261928976e-01
35 35  5.5331602544045815e+00
36 35  6.8562350938196670e-01
35 36  6.8562350938196670e-01
36 36  2.1712245308596687e+00
37 36  3.3792143073420439e-01
36 37  3.3792143073420439e-01
37 37  1.8247014635404872e+00
38 37  3.6184927447932352e-01
21 38 -1.5652299090855419e+00
37 38  3.6184927447932352e-01
38 38  1.3493918293867959e+00
39 38  5.4173445210316362e-01
38 39  5.4173445210316362e-01
39 39  5.1374306475842504e+00
