999 999 12859
0 0  9.0618588251584076e-01
1 0 -2.9175475602179846e-01
45 0 -4.1850825026247235e-01
162 0  1.8031435118943212e-01
205 0 -9.1818986252876500e-01
242 0 -2.2386115366818442e-02
509 0 -1.7725206402348828e-02
619 0 -7.0463686043923945e-01
675 0 -1.0477107013140459e-01
697 0 -8.2958779299388274e-01
786 0  6.3500973935876881e-01
912 0 -8.5811672400617461e-02
965 0 -1.9638981213436870e+00
967 0  2.0117883813960155e-01
0 1 -2.9175475602179846e-01
1 1  1.3577303112174544e+00
2 1 -6.6582353003990746e-01
19 1 -7.0957967602889016e-01
163 1  1.0912415621594296e+00
187 1 -1.2611029527244075e+00
251 1  1.0063296550329347e-01
286 1 -9.7594122419950102e-01
464 1 -2.8254071208989581e-02
528 1  2.2376153932440888e-02
722 1  4.7008801180592880e-01
762 1  7.4855129951495114e-01
1 2 -6.6582353003990746e-01
2 2  1.0478076092185526e+00
3 2 -6.7814873347726812e-01
56 2  6.4724331644786715e-01
59 2  4.3798310645141847e-01
69 2 -3.8862221028241006e-01
175 2 -6.6638248504920872e-01
221 2 -3.7102550271732998e-01
261 2  4.7675632362303461e-01
405 2 -1.1289244931054240e-01
468 2  4.5968206002394163e-01
609 2 -2.1951951444823723e+00
629 2  1.2870521466220652e-01
666 2 -9.0771855168394278e-01
723 2 -1.7374869803499935e+00
811 2  6.5655961783947836e-01
832 2  1.8066451390251344e+00
846 2 -4.6142203403690202e-01
902 2 -2.8229975445388028e-01
935 2  1.0454160828945442e+00
938 2 -2.5646401779096550e-01
2 3 -6.7814873347726812e-01
3 3  1.8573684654229573e-02
4 3 -6.0714751438497272e-01
260 3  3.1776230011224366e-01
382 3  1.1958525184441795e+00
390 3 -5.3950850628224678e-01
395 3 -3.4264731090593031e-01
613 3  3.6120837665398114e-01
719 3 -1.1025587479583125e+00
841 3  1.8625630071058852e-01
945 3  1.8438730174252227e-01
959 3  9.0721525214862375e-01
3 4 -6.0714751438497272e-01
4 4  1.5661189380095317e+00
5 4 -3.9104594744042909e-01
192 4 -1.1734970463771797e+00
198 4  2.4795089532606235e-01
366 4  2.2426559593821438e-01
484 4 -1.1688058818375276e-01
556 4 -1.2663182821537360e+00
661 4 -7.3525222756995612e-01
974 4 -2.5118179804505908e-01
4 5 -3.9104594744042909e-01
5 5  1.5301316992326806e+00
6 5 -8.3295601977535672e-01
35 5 -1.4768802383043012e+00
108 5 -4.9663775225530526e-01
142 5 -9.7106317388706276e-01
376 5  2.2279334321876130e+00
447 5 -1.1688482070202026e+00
575 5 -6.6877475734309011e-01
585 5  5.2088653047513356e-01
5 6 -8.3295601977535672e-01
6 6  7.1455563580346626e-01
7 6 -5.1312038518022718e-01
56 6 -1.2015522325107377e+00
130 6 -1.6553166053149186e+00
205 6 -1.8190346477888868e+00
248 6  1.2455019586736151e+00
311 6  9.8451370730151620e-03
353 6 -5.2796476482493737e-01
470 6 -1.5972020356647174e-01
997 6 -3.3417987290403095e-01
6 7 -5.1312038518022718e-01
7 7  1.4506146311997661e+00
8 7 -4.0460370063843587e-01
54 7  9.3810114283807533e-02
131 7 -9.0029926950823258e-01
144 7 -1.6793408295684971e+00
